State,Area_Name,Age,Total_Population,Total_Males,Total_Females,Rural_Persons  ,Rural_Males,Rural_Females,Urban_Persons  ,Urban_Males,Urban_Females,Age_Category,Gender_Ratio,Urban_Percentage,Rural_Percentage
8,State - RAJASTHAN (08),31,630922,333572,297350,429613,227464,202149,201309,106108,95201,Age-wise,89.14117492,31.90711372,68.09288628
8,State - RAJASTHAN (08),32,994181,495337,498844,725643,359288,366355,268538,136049,132489,Age-wise,100.7080028,27.01097687,72.98902313
8,State - RAJASTHAN (08),33,697686,308887,388799,506966,214681,292285,190720,94206,96514,Age-wise,125.8709496,27.33607955,72.66392045
8,State - RAJASTHAN (08),34,685969,329124,356845,484277,225909,258368,201692,103215,98477,Age-wise,108.4226614,29.40249486,70.59750514
8,State - RAJASTHAN (08),35,1498081,846216,651865,1087057,627559,459498,411024,218657,192367,Age-wise,77.03293249,27.43670069,72.56329931
8,State - RAJASTHAN (08),36,775195,398621,376574,555400,285372,270028,219795,113249,106546,Age-wise,94.46918251,28.35351105,71.64648895
8,State - RAJASTHAN (08),37,557122,273234,283888,390737,188955,201782,166385,84279,82106,Age-wise,103.8992219,29.86509239,70.13490761
8,State - RAJASTHAN (08),38,1005675,438341,567334,753780,319275,434505,251895,119066,132829,Age-wise,129.4275461,25.04735625,74.95264375
8,State - RAJASTHAN (08),39,498491,245378,253113,343421,164673,178748,155070,80705,74365,Age-wise,103.1522793,31.10788359,68.89211641
8,State - RAJASTHAN (08),40,1542695,848707,693988,1145417,639292,506125,397278,209415,187863,Age-wise,81.77003371,25.75220637,74.24779363
8,State - RAJASTHAN (08),41,499225,268010,231215,339455,182468,156987,159770,85542,74228,Age-wise,86.27103466,32.00360559,67.99639441
8,State - RAJASTHAN (08),42,745048,377358,367690,545635,274119,271516,199413,103239,96174,Age-wise,97.43797667,26.76512117,73.23487883
8,State - RAJASTHAN (08),43,500002,215195,284807,361508,147303,214205,138494,67892,70602,Age-wise,132.3483352,27.69868921,72.30131079
8,State - RAJASTHAN (08),44,448385,217646,230739,312786,147412,165374,135599,70234,65365,Age-wise,106.015732,30.24164501,69.75835499
8,State - RAJASTHAN (08),45,1258366,704064,554302,920327,525170,395157,338039,178894,159145,Age-wise,78.72892237,26.86332911,73.13667089
8,State - RAJASTHAN (08),46,512148,264988,247160,358113,184170,173943,154035,80818,73217,Age-wise,93.27214817,30.07626702,69.92373298
8,State - RAJASTHAN (08),47,379713,185132,194581,263003,123998,139005,116710,61134,55576,Age-wise,105.1039258,30.73637194,69.26362806
8,State - RAJASTHAN (08),48,670726,289959,380767,503585,208329,295256,167141,81630,85511,Age-wise,131.3175311,24.91941568,75.08058432
8,State - RAJASTHAN (08),49,324451,164369,160082,220643,108401,112242,103808,55968,47840,Age-wise,97.39184396,31.99496996,68.00503004
8,State - RAJASTHAN (08),50,1192020,665163,526857,898310,510081,388229,293710,155082,138628,Age-wise,79.20720184,24.63968725,75.36031275
8,State - RAJASTHAN (08),51,340225,191211,149014,230003,129612,100391,110222,61599,48623,Age-wise,77.93170895,32.39679624,67.60320376
8,State - RAJASTHAN (08),52,422944,220700,202244,305609,156836,148773,117335,63864,53471,Age-wise,91.63751699,27.74244344,72.25755656
8,State - RAJASTHAN (08),53,288568,131411,157157,201650,84442,117208,86918,46969,39949,Age-wise,119.5919672,30.12045688,69.87954312
8,State - RAJASTHAN (08),54,273051,136522,136529,182057,87123,94934,90994,49399,41595,Age-wise,100.0051274,33.32491,66.67509
8,State - RAJASTHAN (08),55,818593,430930,387663,613274,327762,285512,205319,103168,102151,Age-wise,89.95962221,25.08193938,74.91806062
8,State - RAJASTHAN (08),56,311133,161476,149657,216783,110692,106091,94350,50784,43566,Age-wise,92.68064604,30.32465216,69.67534784
8,State - RAJASTHAN (08),57,207009,99048,107961,142026,63530,78496,64983,35518,29465,Age-wise,108.9986673,31.39138878,68.60861122
8,State - RAJASTHAN (08),58,365938,148269,217669,278224,104148,174076,87714,44121,43593,Age-wise,146.8068173,23.9696342,76.0303658
8,State - RAJASTHAN (08),59,194776,96143,98633,133572,62537,71035,61204,33606,27598,Age-wise,102.5898921,31.42276256,68.57723744
8,State - RAJASTHAN (08),60,914904,466184,448720,718027,370975,347052,196877,95209,101668,Age-wise,96.25383969,21.51886974,78.48113026
8,State - RAJASTHAN (08),61,239423,125354,114069,172054,89417,82637,67369,35937,31432,Age-wise,90.99749509,28.13806527,71.86193473
8,State - RAJASTHAN (08),62,275959,135939,140020,209179,100864,108315,66780,35075,31705,Age-wise,103.0020818,24.19924699,75.80075301
8,State - RAJASTHAN (08),63,183653,81999,101654,133070,54657,78413,50583,27342,23241,Age-wise,123.9698045,27.54270281,72.45729719
8,State - RAJASTHAN (08),64,156200,74548,81652,110999,50359,60640,45201,24189,21012,Age-wise,109.5294307,28.93790013,71.06209987
8,State - RAJASTHAN (08),65,650736,311363,339373,512680,248178,264502,138056,63185,74871,Age-wise,108.9959308,21.2153623,78.7846377
8,State - RAJASTHAN (08),66,194217,96121,98096,145339,71186,74153,48878,24935,23943,Age-wise,102.0547019,25.16669499,74.83330501
8,State - RAJASTHAN (08),67,115532,56665,58867,84282,39577,44705,31250,17088,14162,Age-wise,103.8859966,27.04878302,72.95121698
8,State - RAJASTHAN (08),68,194095,76147,117948,152230,55814,96416,41865,20333,21532,Age-wise,154.895137,21.5693346,78.4306654
8,State - RAJASTHAN (08),69,105796,49175,56621,76789,34121,42668,29007,15054,13953,Age-wise,115.1418404,27.41786079,72.58213921
8,State - RAJASTHAN (08),70,624121,298081,326040,504067,244032,260035,120054,54049,66005,Age-wise,109.3796653,19.23569308,80.76430692
8,State - RAJASTHAN (08),71,139666,68825,70841,105019,51236,53783,34647,17589,17058,Age-wise,102.9291682,24.80703965,75.19296035
8,State - RAJASTHAN (08),72,124555,61887,62668,95351,46416,48935,29204,15471,13733,Age-wise,101.2619775,23.44667015,76.55332985
8,State - RAJASTHAN (08),73,66610,31182,35428,47981,20951,27030,18629,10231,8398,Age-wise,113.6168302,27.96727218,72.03272782
8,State - RAJASTHAN (08),74,61963,30036,31927,43012,19821,23191,18951,10215,8736,Age-wise,106.2957784,30.584381,69.415619
8,State - RAJASTHAN (08),75,264908,118780,146128,208090,93846,114244,56818,24934,31884,Age-wise,123.0240781,21.44820088,78.55179912
8,State - RAJASTHAN (08),76,76499,35811,40688,56339,25694,30645,20160,10117,10043,Age-wise,113.6187205,26.35328566,73.64671434
8,State - RAJASTHAN (08),77,39152,19256,19896,27823,12901,14922,11329,6355,4974,Age-wise,103.3236394,28.93594197,71.06405803
8,State - RAJASTHAN (08),78,60603,25632,34971,46173,18293,27880,14430,7339,7091,Age-wise,136.4349251,23.81070244,76.18929756
8,State - RAJASTHAN (08),79,36493,16537,19956,26217,11280,14937,10276,5257,5019,Age-wise,120.6748503,28.15882498,71.84117502
8,State - RAJASTHAN (08),80,231989,97963,134026,186780,79753,107027,45209,18210,26999,Age-wise,136.8128783,19.48756191,80.51243809
8,State - RAJASTHAN (08),81,48749,21556,27193,36645,15964,20681,12104,5592,6512,Age-wise,126.1504917,24.82922727,75.17077273
8,State - RAJASTHAN (08),82,32299,15385,16914,24201,11269,12932,8098,4116,3982,Age-wise,109.9382515,25.07198365,74.92801635
8,State - RAJASTHAN (08),83,17699,8262,9437,12538,5562,6976,5161,2700,2461,Age-wise,114.2217381,29.15983954,70.84016046
8,State - RAJASTHAN (08),84,16869,8188,8681,11408,5398,6010,5461,2790,2671,Age-wise,106.0210064,32.37299188,67.62700812
8,State - RAJASTHAN (08),85,70928,30311,40617,53875,23442,30433,17053,6869,10184,Age-wise,134.0008578,24.04269118,75.95730882
8,State - RAJASTHAN (08),86,19720,8949,10771,14182,6450,7732,5538,2499,3039,Age-wise,120.3598167,28.0831643,71.9168357
8,State - RAJASTHAN (08),87,9368,4650,4718,6465,3111,3354,2903,1539,1364,Age-wise,101.4623656,30.98847139,69.01152861
8,State - RAJASTHAN (08),88,10933,4766,6167,7911,3284,4627,3022,1482,1540,Age-wise,129.3957197,27.64108662,72.35891338
8,State - RAJASTHAN (08),89,7728,3260,4468,5376,2181,3195,2352,1079,1273,Age-wise,137.0552147,30.43478261,69.56521739
8,State - RAJASTHAN (08),90,45372,17330,28042,35320,13641,21679,10052,3689,6363,Age-wise,161.8118869,22.15463281,77.84536719
8,State - RAJASTHAN (08),91,10516,4312,6204,7689,3153,4536,2827,1159,1668,Age-wise,143.877551,26.88284519,73.11715481
8,State - RAJASTHAN (08),92,6907,3101,3806,5055,2255,2800,1852,846,1006,Age-wise,122.7346017,26.81337773,73.18662227
8,State - RAJASTHAN (08),93,4011,1838,2173,2840,1307,1533,1171,531,640,Age-wise,118.226333,29.19471454,70.80528546
8,State - RAJASTHAN (08),94,4137,1812,2325,2896,1251,1645,1241,561,680,Age-wise,128.3112583,29.99758279,70.00241721
8,State - RAJASTHAN (08),95,13422,5452,7970,10041,4192,5849,3381,1260,2121,Age-wise,146.1848863,25.18998659,74.81001341
8,State - RAJASTHAN (08),96,5034,2204,2830,3697,1622,2075,1337,582,755,Age-wise,128.4029038,26.55939611,73.44060389
8,State - RAJASTHAN (08),97,2951,1298,1653,2075,880,1195,876,418,458,Age-wise,127.3497689,29.68485259,70.31514741
8,State - RAJASTHAN (08),98,5214,2088,3126,3959,1587,2372,1255,501,754,Age-wise,149.7126437,24.06981204,75.93018796
8,State - RAJASTHAN (08),99,2588,975,1613,1966,729,1237,622,246,376,Age-wise,165.4358974,24.03400309,75.96599691
8,State - RAJASTHAN (08),100+,20619,9041,11578,14152,6019,8133,6467,3022,3445,Age-wise,128.0610552,31.36427567,68.63572433
8,State - RAJASTHAN (08),Age not stated,269602,137515,132087,214487,108656,105831,55115,28859,26256,Age-wise,96.05279424,20.4430976,79.5569024
9,State - UTTAR PRADESH (09),All ages,199812341,104480510,95331831,155317278,80992995,74324283,44495063,23487515,21007548,All Ages,91.24365013,22.26842585,77.73157415
9,State - UTTAR PRADESH (09),0,3500559,1844947,1655612,2875243,1511744,1363499,625316,333203,292113,Age-wise,89.73764558,17.8633184,82.1366816
9,State - UTTAR PRADESH (09),1,3638740,1914323,1724417,2938208,1541003,1397205,700532,373320,327212,Age-wise,90.07973054,19.25204879,80.74795121
9,State - UTTAR PRADESH (09),2,4191583,2184858,2006725,3399107,1767302,1631805,792476,417556,374920,Age-wise,91.8469301,18.90636545,81.09363455
9,State - UTTAR PRADESH (09),3,4546132,2347635,2198497,3697121,1904571,1792550,849011,443064,405947,Age-wise,93.64730889,18.67545861,81.32454139
9,State - UTTAR PRADESH (09),4,4499654,2368711,2130943,3646544,1915743,1730801,853110,452968,400142,Age-wise,89.96213552,18.95945777,81.04054223
9,State - UTTAR PRADESH (09),5,5264093,2815690,2448403,4291144,2292186,1998958,972949,523504,449445,Age-wise,86.9557018,18.48274717,81.51725283
9,State - UTTAR PRADESH (09),6,5150570,2709417,2441153,4193216,2203046,1990170,957354,506371,450983,Age-wise,90.09882938,18.58734082,81.41265918
9,State - UTTAR PRADESH (09),7,4783808,2516369,2267439,3860414,2027496,1832918,923394,488873,434521,Age-wise,90.10757166,19.30248873,80.69751127
9,State - UTTAR PRADESH (09),8,5514540,2915118,2599422,4513772,2380288,2133484,1000768,534830,465938,Age-wise,89.17038693,18.14780562,81.85219438
9,State - UTTAR PRADESH (09),9,4348706,2293737,2054969,3503910,1841587,1662323,844796,452150,392646,Age-wise,89.59043692,19.42637649,80.57362351
9,State - UTTAR PRADESH (09),10,6347278,3397755,2949523,5169860,2759258,2410602,1177418,638497,538921,Age-wise,86.80799528,18.5499674,81.4500326
9,State - UTTAR PRADESH (09),11,4559292,2425324,2133968,3641991,1931080,1710911,917301,494244,423057,Age-wise,87.98692463,20.1193738,79.8806262
9,State - UTTAR PRADESH (09),12,5559995,2961012,2598983,4490182,2386413,2103769,1069813,574599,495214,Age-wise,87.77347069,19.24125831,80.75874169
9,State - UTTAR PRADESH (09),13,4432612,2301450,2131162,3531480,1831197,1700283,901132,470253,430879,Age-wise,92.6008386,20.32959348,79.67040652
9,State - UTTAR PRADESH (09),14,4970704,2593613,2377091,3940427,2054374,1886053,1030277,539239,491038,Age-wise,91.65172291,20.72698354,79.27301646
9,State - UTTAR PRADESH (09),15,5187609,2760508,2427101,4118163,2194591,1923572,1069446,565917,503529,Age-wise,87.92225924,20.61539333,79.38460667
9,State - UTTAR PRADESH (09),16,4953132,2591691,2361441,3878443,2029596,1848847,1074689,562095,512594,Age-wise,91.11583904,21.6971605,78.3028395
9,State - UTTAR PRADESH (09),17,3885778,2058384,1827394,2950680,1562188,1388492,935098,496196,438902,Age-wise,88.77809,24.06462747,75.93537253
9,State - UTTAR PRADESH (09),18,5594440,3063915,2530525,4309295,2360208,1949087,1285145,703707,581438,Age-wise,82.59122724,22.9718256,77.0281744
9,State - UTTAR PRADESH (09),19,3419421,1833075,1586346,2522503,1346835,1175668,896918,486240,410678,Age-wise,86.54015793,26.23011323,73.76988677
9,State - UTTAR PRADESH (09),20,5252299,2895147,2357152,3987658,2208459,1779199,1264641,686688,577953,Age-wise,81.41735117,24.07785619,75.92214381
9,State - UTTAR PRADESH (09),21,3002733,1659429,1343304,2164123,1200471,963652,838610,458958,379652,Age-wise,80.94977248,27.92822405,72.07177595
9,State - UTTAR PRADESH (09),22,3743560,2065047,1678513,2769727,1533222,1236505,973833,531825,442008,Age-wise,81.28207251,26.01355394,73.98644606
9,State - UTTAR PRADESH (09),23,2705878,1317082,1388796,1986489,938011,1048478,719389,379071,340318,Age-wise,105.4449154,26.58615799,73.41384201
9,State - UTTAR PRADESH (09),24,2874178,1468780,1405398,2081047,1047538,1033509,793131,421242,371889,Age-wise,95.68471793,27.595055,72.404945
9,State - UTTAR PRADESH (09),25,4274936,2424734,1850202,3225573,1867078,1358495,1049363,557656,491707,Age-wise,76.30535968,24.54687041,75.45312959
9,State - UTTAR PRADESH (09),26,2751552,1448323,1303229,2014108,1055391,958717,737444,392932,344512,Age-wise,89.98193083,26.80101993,73.19898007
9,State - UTTAR PRADESH (09),27,2059085,1031824,1027261,1488452,733328,755124,570633,298496,272137,Age-wise,99.55777342,27.71294046,72.28705954
9,State - UTTAR PRADESH (09),28,3545451,1597201,1948250,2727412,1191288,1536124,818039,405913,412126,Age-wise,121.979012,23.07291794,76.92708206
9,State - UTTAR PRADESH (09),29,1948805,964285,984520,1405184,684367,720817,543621,279918,263703,Age-wise,102.098446,27.89509469,72.10490531
9,State - UTTAR PRADESH (09),30,4866714,2681401,2185313,3730681,2088171,1642510,1136033,593230,542803,Age-wise,81.49892538,23.3429168,76.6570832
9,State - UTTAR PRADESH (09),31,1740763,903075,837688,1257306,649902,607404,483457,253173,230284,Age-wise,92.7595161,27.77270657,72.22729343
9,State - UTTAR PRADESH (09),32,2685358,1265678,1419680,2059305,949383,1109922,626053,316295,309758,Age-wise,112.1675497,23.31357681,76.68642319
9,State - UTTAR PRADESH (09),33,1759434,690412,1069022,1356084,497515,858569,403350,192897,210453,Age-wise,154.8382705,22.9249861,77.0750139
9,State - UTTAR PRADESH (09),34,1902413,890835,1011578,1407023,640090,766933,495390,250745,244645,Age-wise,113.5539129,26.04008698,73.95991302
9,State - UTTAR PRADESH (09),35,4540365,2680166,1860199,3452519,2089530,1362989,1087846,590636,497210,Age-wise,69.40611141,23.95943938,76.04056062
9,State - UTTAR PRADESH (09),36,2187571,1149865,1037706,1637784,863314,774470,549787,286551,263236,Age-wise,90.24589843,25.13230428,74.86769572
9,State - UTTAR PRADESH (09),37,1420791,653675,767116,1055129,472263,582866,365662,181412,184250,Age-wise,117.3543428,25.73650875,74.26349125
9,State - UTTAR PRADESH (09),38,2845755,1146111,1699644,2240284,869988,1370296,605471,276123,329348,Age-wise,148.296631,21.27628696,78.72371304
9,State - UTTAR PRADESH (09),39,1561740,771414,790326,1137985,553113,584872,423755,218301,205454,Age-wise,102.4516019,27.13351774,72.86648226
9,State - UTTAR PRADESH (09),40,4605934,2716130,1889804,3519491,2119731,1399760,1086443,596399,490044,Age-wise,69.5770821,23.5878977,76.4121023
9,State - UTTAR PRADESH (09),41,1441533,800741,640792,1036303,581014,455289,405230,219727,185503,Age-wise,80.02487696,28.11104567,71.88895433
9,State - UTTAR PRADESH (09),42,1814414,862840,951574,1377065,641523,735542,437349,221317,216032,Age-wise,110.283946,24.10414602,75.89585398
9,State - UTTAR PRADESH (09),43,1167675,432319,735356,890368,302496,587872,277307,129823,147484,Age-wise,170.0956932,23.74864581,76.25135419
9,State - UTTAR PRADESH (09),44,1201846,583132,618714,862035,409230,452805,339811,173902,165909,Age-wise,106.1018774,28.27408836,71.72591164
9,State - UTTAR PRADESH (09),45,3580709,2121453,1459256,2682872,1632137,1050735,897837,489316,408521,Age-wise,68.78568604,25.07427998,74.92572002
9,State - UTTAR PRADESH (09),46,1339212,713679,625533,964341,515159,449182,374871,198520,176351,Age-wise,87.64906912,27.99190867,72.00809133
9,State - UTTAR PRADESH (09),47,841133,379439,461694,605813,259207,346606,235320,120232,115088,Age-wise,121.6780563,27.97655068,72.02344932
9,State - UTTAR PRADESH (09),48,1714346,674147,1040199,1329126,489809,839317,385220,184338,200882,Age-wise,154.2985432,22.47037646,77.52962354
9,State - UTTAR PRADESH (09),49,974377,493430,480947,696099,344581,351518,278278,148849,129429,Age-wise,97.47015787,28.55958217,71.44041783
9,State - UTTAR PRADESH (09),50,3279901,1944337,1335564,2510464,1522488,987976,769437,421849,347588,Age-wise,68.68994418,23.45915319,76.54084681
9,State - UTTAR PRADESH (09),51,948369,546606,401763,674417,392179,282238,273952,154427,119525,Age-wise,73.50138857,28.88664644,71.11335356
9,State - UTTAR PRADESH (09),52,939310,455992,483318,699009,326812,372197,240301,129180,111121,Age-wise,105.992649,25.58271497,74.41728503
9,State - UTTAR PRADESH (09),53,655062,255476,399586,486640,167987,318653,168422,87489,80933,Age-wise,156.4084298,25.71084874,74.28915126
9,State - UTTAR PRADESH (09),54,764381,369506,394875,542161,252965,289196,222220,116541,105679,Age-wise,106.8656531,29.07188954,70.92811046
9,State - UTTAR PRADESH (09),55,2316157,1261369,1054788,1769733,981338,788395,546424,280031,266393,Age-wise,83.62247685,23.59183769,76.40816231
9,State - UTTAR PRADESH (09),56,862274,441690,420584,630009,319108,310901,232265,122582,109683,Age-wise,95.22153547,26.93633346,73.06366654
9,State - UTTAR PRADESH (09),57,514316,217018,297298,378527,145147,233380,135789,71871,63918,Age-wise,136.9923232,26.40186189,73.59813811
9,State - UTTAR PRADESH (09),58,1041541,353169,688372,838436,257329,581107,203105,95840,107265,Age-wise,194.912917,19.50043253,80.49956747
9,State - UTTAR PRADESH (09),59,729858,352955,376903,549895,257612,292283,179963,95343,84620,Age-wise,106.7850009,24.6572621,75.3427379
9,State - UTTAR PRADESH (09),60,2919867,1586993,1332874,2359994,1302159,1057835,559873,284834,275039,Age-wise,83.98738999,19.17460624,80.82539376
9,State - UTTAR PRADESH (09),61,843860,461157,382703,649354,355270,294084,194506,105887,88619,Age-wise,82.98757256,23.04955798,76.95044202
9,State - UTTAR PRADESH (09),62,856982,421013,435969,697234,334615,362619,159748,86398,73350,Age-wise,103.5523844,18.64076492,81.35923508
9,State - UTTAR PRADESH (09),63,528476,217113,311363,419840,157714,262126,108636,59399,49237,Age-wise,143.4105742,20.55646803,79.44353197
9,State - UTTAR PRADESH (09),64,556006,282495,273511,429054,213763,215291,126952,68732,58220,Age-wise,96.81976672,22.83284713,77.16715287
9,State - UTTAR PRADESH (09),65,2059446,1123038,936408,1698363,941285,757078,361083,181753,179330,Age-wise,83.38168432,17.53301616,82.46698384
9,State - UTTAR PRADESH (09),66,582601,313009,269592,458643,246340,212303,123958,66669,57289,Age-wise,86.12915284,21.27665418,78.72334582
9,State - UTTAR PRADESH (09),67,274768,129211,145557,212125,93419,118706,62643,35792,26851,Age-wise,112.6506257,22.79850638,77.20149362
9,State - UTTAR PRADESH (09),68,526338,193282,333056,435854,147898,287956,90484,45384,45100,Age-wise,172.3160977,17.19123453,82.80876547
9,State - UTTAR PRADESH (09),69,396816,199932,196884,311980,154142,157838,84836,45790,39046,Age-wise,98.47548166,21.37917826,78.62082174
9,State - UTTAR PRADESH (09),70,1798139,991458,806681,1507933,844336,663597,290206,147122,143084,Age-wise,81.36310363,16.13924174,83.86075826
9,State - UTTAR PRADESH (09),71,430932,239023,191909,341854,190715,151139,89078,48308,40770,Age-wise,80.28892617,20.67101074,79.32898926
9,State - UTTAR PRADESH (09),72,273471,142233,131238,217240,110015,107225,56231,32218,24013,Age-wise,92.26972643,20.56196087,79.43803913
9,State - UTTAR PRADESH (09),73,148902,67377,81525,114145,47175,66970,34757,20202,14555,Age-wise,120.9982635,23.34219822,76.65780178
9,State - UTTAR PRADESH (09),74,180924,95001,85923,136514,70204,66310,44410,24797,19613,Age-wise,90.44431111,24.5462183,75.4537817
9,State - UTTAR PRADESH (09),75,710704,377304,333400,586988,316340,270648,123716,60964,62752,Age-wise,88.36375973,17.40752831,82.59247169
9,State - UTTAR PRADESH (09),76,200192,106382,93810,155968,82898,73070,44224,23484,20740,Age-wise,88.18221128,22.09079284,77.90920716
9,State - UTTAR PRADESH (09),77,80347,39476,40871,59950,27587,32363,20397,11889,8508,Age-wise,103.5337927,25.38613763,74.61386237
9,State - UTTAR PRADESH (09),78,137109,54905,82204,110103,40528,69575,27006,14377,12629,Age-wise,149.7204262,19.69673763,80.30326237
9,State - UTTAR PRADESH (09),79,121540,60810,60730,95242,46833,48409,26298,13977,12321,Age-wise,99.86844269,21.63732105,78.36267895
9,State - UTTAR PRADESH (09),80,616222,319697,296525,519794,274209,245585,96428,45488,50940,Age-wise,92.75188694,15.64825663,84.35174337
9,State - UTTAR PRADESH (09),81,143828,75297,68531,114793,60703,54090,29035,14594,14441,Age-wise,91.01425024,20.18730706,79.81269294
9,State - UTTAR PRADESH (09),82,69694,36907,32787,53821,28109,25712,15873,8798,7075,Age-wise,88.83680603,22.77527477,77.22472523
9,State - UTTAR PRADESH (09),83,40558,19640,20918,29987,13686,16301,10571,5954,4617,Age-wise,106.5071283,26.06390848,73.93609152
9,State - UTTAR PRADESH (09),84,52254,27812,24442,38649,20379,18270,13605,7433,6172,Age-wise,87.88292823,26.0362843,73.9637157
9,State - UTTAR PRADESH (09),85,190724,102081,88643,154517,84409,70108,36207,17672,18535,Age-wise,86.83594401,18.98397685,81.01602315
9,State - UTTAR PRADESH (09),86,58042,31230,26812,43943,23927,20016,14099,7303,6796,Age-wise,85.85334614,24.29103063,75.70896937
9,State - UTTAR PRADESH (09),87,24714,13098,11616,17772,9166,8606,6942,3932,3010,Age-wise,88.68529546,28.08934207,71.91065793
9,State - UTTAR PRADESH (09),88,35726,16423,19303,27318,12003,15315,8408,4420,3988,Age-wise,117.5363819,23.53468062,76.46531938
9,State - UTTAR PRADESH (09),89,33365,16434,16931,25376,12479,12897,7989,3955,4034,Age-wise,103.0242181,23.94425296,76.05574704
9,State - UTTAR PRADESH (09),90,147993,74894,73099,122564,63249,59315,25429,11645,13784,Age-wise,97.6032793,17.18256945,82.81743055
9,State - UTTAR PRADESH (09),91,43330,22223,21107,33803,17475,16328,9527,4748,4779,Age-wise,94.97817576,21.98707593,78.01292407
9,State - UTTAR PRADESH (09),92,21279,11021,10258,16543,8493,8050,4736,2528,2208,Age-wise,93.07685328,22.25668499,77.74331501
9,State - UTTAR PRADESH (09),93,12915,6198,6717,9995,4719,5276,2920,1479,1441,Age-wise,108.3736689,22.60936895,77.39063105
9,State - UTTAR PRADESH (09),94,16415,8295,8120,12700,6398,6302,3715,1897,1818,Age-wise,97.89029536,22.63173926,77.36826074
9,State - UTTAR PRADESH (09),95,46747,24589,22158,38319,20642,17677,8428,3947,4481,Age-wise,90.11346537,18.02896443,81.97103557
9,State - UTTAR PRADESH (09),96,18911,9805,9106,14809,7792,7017,4102,2013,2089,Age-wise,92.87098419,21.69107927,78.30892073
9,State - UTTAR PRADESH (09),97,10137,5018,5119,7903,3913,3990,2234,1105,1129,Age-wise,102.0127541,22.03807833,77.96192167
9,State - UTTAR PRADESH (09),98,17907,8226,9681,14540,6546,7994,3367,1680,1687,Age-wise,117.6878191,18.80270285,81.19729715
9,State - UTTAR PRADESH (09),99,12125,5704,6421,9812,4621,5191,2313,1083,1230,Age-wise,112.5701262,19.07628866,80.92371134
9,State - UTTAR PRADESH (09),100+,199598,101329,98269,141132,71481,69651,58466,29848,28618,Age-wise,96.98013402,29.29187667,70.70812333
9,State - UTTAR PRADESH (09),Age not stated,1622062,865933,756129,1172430,624380,548050,449632,241553,208079,Age-wise,87.31957322,27.7197789,72.2802211
10,State - BIHAR (10),All ages,104099452,54278157,49821295,92341436,48073850,44267586,11758016,6204307,5553709,All Ages,91.78884795,11.29498357,88.70501643
10,State - BIHAR (10),0,2014957,1057050,957907,1838075,963569,874506,176882,93481,83401,Age-wise,90.62078426,8.778450359,91.22154964
10,State - BIHAR (10),1,2330590,1213637,1116953,2114748,1099739,1015009,215842,113898,101944,Age-wise,92.03353227,9.261260024,90.73873998
10,State - BIHAR (10),2,2801985,1434919,1367066,2550905,1304639,1246266,251080,130280,120800,Age-wise,95.27130103,8.960790297,91.0392097
10,State - BIHAR (10),3,2835798,1441206,1394592,2571849,1305780,1266069,263949,135426,128523,Age-wise,96.76562546,9.307750411,90.69224959
10,State - BIHAR (10),4,2781699,1430059,1351640,2524711,1296098,1228613,256988,133961,123027,Age-wise,94.51638009,9.238526526,90.76147347
10,State - BIHAR (10),5,3072103,1605376,1466727,2784809,1452900,1331909,287294,152476,134818,Age-wise,91.36345629,9.351704679,90.64829532
10,State - BIHAR (10),6,3296832,1704992,1591840,2998604,1548946,1449658,298228,156046,142182,Age-wise,93.36348792,9.045896182,90.95410382
10,State - BIHAR (10),7,2736174,1411042,1325132,2472268,1273456,1198812,263906,137586,126320,Age-wise,93.91159158,9.645073742,90.35492626
10,State - BIHAR (10),8,3472198,1798593,1673605,3152704,1630750,1521954,319494,167843,151651,Age-wise,93.05079026,9.20149139,90.79850861
10,State - BIHAR (10),9,2458970,1276356,1182614,2222416,1151911,1070505,236554,124445,112109,Age-wise,92.65549737,9.620044165,90.37995584
10,State - BIHAR (10),10,3848668,2027478,1821190,3486052,1834339,1651713,362616,193139,169477,Age-wise,89.82538898,9.42185712,90.57814288
10,State - BIHAR (10),11,2385653,1256269,1129384,2138971,1125945,1013026,246682,130324,116358,Age-wise,89.89985425,10.3402297,89.6597703
10,State - BIHAR (10),12,3188267,1683310,1504957,2863651,1512521,1351130,324616,170789,153827,Age-wise,89.40462541,10.1815814,89.8184186
10,State - BIHAR (10),13,2185027,1135187,1049840,1943012,1010688,932324,242015,124499,117516,Age-wise,92.48167923,11.07606451,88.92393549
10,State - BIHAR (10),14,2312267,1221587,1090680,2041261,1080482,960779,271006,141105,129901,Age-wise,89.2838578,11.72035928,88.27964072
10,State - BIHAR (10),15,2326025,1289350,1036675,2054655,1143650,911005,271370,145700,125670,Age-wise,80.4029162,11.66668458,88.33331542
10,State - BIHAR (10),16,2046951,1143121,903830,1785492,1003054,782438,261459,140067,121392,Age-wise,79.06687044,12.7730952,87.2269048
10,State - BIHAR (10),17,1408901,798482,610419,1205355,687338,518017,203546,111144,92402,Age-wise,76.44743401,14.4471471,85.5528529
10,State - BIHAR (10),18,2294012,1320854,973158,1994318,1153623,840695,299694,167231,132463,Age-wise,73.6764245,13.06418624,86.93581376
10,State - BIHAR (10),19,1396806,738774,658032,1203909,634833,569076,192897,103941,88956,Age-wise,89.07081191,13.80986336,86.19013664
10,State - BIHAR (10),20,2349733,1239346,1110387,2051632,1080386,971246,298101,158960,139141,Age-wise,89.59459263,12.68659035,87.31340965
